Drug1,Drug2,Cell line,ZIP,classification
Fluorouracil,Allopurinol,NCIH460_LUNG,-5.92,antagonism
Fluorouracil,Allopurinol,NCIH522_LUNG,-6.14,antagonism
Fluorouracil,Allopurinol,OVCAR8_OVARY,-12.65,antagonism
Fluorouracil,Allopurinol,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.07,antagonism
Fluorouracil,Allopurinol,SF295_CENTRAL_NERVOUS_SYSTEM,-6.53,antagonism
Fluorouracil,Allopurinol,SKMEL28_SKIN,11.32,synergy
Fluorouracil,Allopurinol,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.47,antagonism
Fluorouracil,Allopurinol,T47D_BREAST,-7.56,antagonism
Fluorouracil,Allopurinol,UACC62_SKIN,-14.59,antagonism
Fluorouracil,Allopurinol,UO31_KIDNEY,-5.37,antagonism
Fluorouracil,Altretamine,786O_KIDNEY,10.71,synergy
Fluorouracil,Altretamine,A549_LUNG,5.72,synergy
Fluorouracil,Altretamine,ACHN_KIDNEY,8.34,synergy
Fluorouracil,Altretamine,CAKI1_KIDNEY,14.58,synergy
Fluorouracil,Altretamine,EKVX_LUNG,10.91,synergy
Fluorouracil,Altretamine,HOP62_LUNG,9.93,synergy
Fluorouracil,Altretamine,HS578T_BREAST,12.46,synergy
Fluorouracil,Altretamine,HT29_LARGE_INTESTINE,-18.94,antagonism
Fluorouracil,Altretamine,IGROV1_OVARY,9.33,synergy
Fluorouracil,Altretamine,KM12_LARGE_INTESTINE,-14.14,antagonism
Fluorouracil,Altretamine,MALME3M_SKIN,8.11,synergy
Fluorouracil,Altretamine,MDAMB468_BREAST,6.92,synergy
Fluorouracil,Altretamine,NCIH2122_LUNG,15,synergy
Fluorouracil,Altretamine,NCIH226_LUNG,6.73,synergy
Fluorouracil,Altretamine,NCIH522_LUNG,-5.79,antagonism
Fluorouracil,Altretamine,OVCAR4_OVARY,8.7,synergy
Fluorouracil,Altretamine,PC3_PROSTATE,5.19,synergy
Fluorouracil,Altretamine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.53,antagonism
Fluorouracil,Altretamine,SF295_CENTRAL_NERVOUS_SYSTEM,-10.61,antagonism
Fluorouracil,Altretamine,SKMEL28_SKIN,9.36,synergy
Fluorouracil,Altretamine,SKMEL5_SKIN,-9.37,antagonism
Fluorouracil,Altretamine,SKOV3_OVARY,6.41,synergy
Fluorouracil,Altretamine,SNB75_CENTRAL_NERVOUS_SYSTEM,7.63,synergy
Fluorouracil,Altretamine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.61,antagonism
Fluorouracil,Altretamine,T47D_BREAST,-6,antagonism
Fluorouracil,Anastrozole,BT549_BREAST,-13.02,antagonism
Fluorouracil,Anastrozole,CAKI1_KIDNEY,7.18,synergy
Fluorouracil,Anastrozole,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-24.7,antagonism
Fluorouracil,Anastrozole,HOP92_LUNG,-9.76,antagonism
Fluorouracil,Anastrozole,IGROV1_OVARY,10.04,synergy
Fluorouracil,Anastrozole,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-12.11,antagonism
Fluorouracil,Anastrozole,KM12_LARGE_INTESTINE,-21.95,antagonism
Fluorouracil,Anastrozole,MALME3M_SKIN,5.4,synergy
Fluorouracil,Anastrozole,MCF7_BREAST,8.34,synergy
Fluorouracil,Anastrozole,MDAMB231_BREAST,-9.89,antagonism
Fluorouracil,Anastrozole,MDAMB435S_SKIN,10.87,synergy
Fluorouracil,Anastrozole,NCIH226_LUNG,5.64,synergy
Fluorouracil,Anastrozole,NCIH23_LUNG,-6.34,antagonism
Fluorouracil,Anastrozole,NCIH522_LUNG,-10.82,antagonism
Fluorouracil,Anastrozole,OVCAR8_OVARY,-12.29,antagonism
Fluorouracil,Anastrozole,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.13,antagonism
Fluorouracil,Anastrozole,SF295_CENTRAL_NERVOUS_SYSTEM,-6.86,antagonism
Fluorouracil,Anastrozole,SF539_CENTRAL_NERVOUS_SYSTEM,-8.99,antagonism
Fluorouracil,Anastrozole,SKMEL28_SKIN,6.09,synergy
Fluorouracil,Anastrozole,U251MG_CENTRAL_NERVOUS_SYSTEM,-15.97,antagonism
Fluorouracil,BEZ-235,A2780_OVARY,6.09,synergy
Fluorouracil,BEZ-235,CAOV3_OVARY,5.81,synergy
Fluorouracil,BEZ-235,COLO320_LARGE_INTESTINE,-5.24,antagonism
Fluorouracil,BEZ-235,HCT116_LARGE_INTESTINE,-5.19,antagonism
Fluorouracil,BEZ-235,HT29_LARGE_INTESTINE,6.48,synergy
Fluorouracil,BEZ-235,MDAMB436_BREAST,-8.27,antagonism
Fluorouracil,BEZ-235,NCIH1650_LUNG,-6.36,antagonism
Fluorouracil,BEZ-235,NCIH23_LUNG,-5.9,antagonism
Fluorouracil,BEZ-235,NCIH520_LUNG,5.41,synergy
Fluorouracil,BEZ-235,RKO_LARGE_INTESTINE,-5.74,antagonism
Fluorouracil,BEZ-235,SKMEL30_SKIN,-15.7975,antagonism
Fluorouracil,BEZ-235,SKOV3_OVARY,7.41,synergy
Fluorouracil,BEZ-235,SW620_LARGE_INTESTINE,6.63,synergy
Fluorouracil,BEZ-235,SW837_LARGE_INTESTINE,-7.3,antagonism
Fluorouracil,BEZ-235,T47D_BREAST,8.456666666666665,synergy
Fluorouracil,BEZ-235,ZR751_BREAST,-5.65,antagonism
Fluorouracil,Bortezomib,A498_KIDNEY,-9.56,antagonism
Fluorouracil,Bortezomib,A549_LUNG,5.89,synergy
Fluorouracil,Bortezomib,BT549_BREAST,-7.15,antagonism
Fluorouracil,Bortezomib,CAKI1_KIDNEY,7.33,synergy
Fluorouracil,Bortezomib,COLO320_LARGE_INTESTINE,7.72,synergy
Fluorouracil,Bortezomib,EFM192A_BREAST,-6.51,antagonism
Fluorouracil,Bortezomib,ES2_OVARY,6.38,synergy
Fluorouracil,Bortezomib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-24.77,antagonism
Fluorouracil,Bortezomib,HS578T_BREAST,-10.63,antagonism
Fluorouracil,Bortezomib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.6,antagonism
Fluorouracil,Bortezomib,KM12_LARGE_INTESTINE,-8.95,antagonism
Fluorouracil,Bortezomib,KPL1_BREAST,-7.15,antagonism
Fluorouracil,Bortezomib,MDAMB231_BREAST,-10.93,antagonism
Fluorouracil,Bortezomib,NCIH226_LUNG,6.61,synergy
Fluorouracil,Bortezomib,NCIH23_LUNG,-11.21,antagonism
Fluorouracil,Bortezomib,NCIH460_LUNG,-7.34,antagonism
Fluorouracil,Bortezomib,NCIH522_LUNG,-10.74,antagonism
Fluorouracil,Bortezomib,OVCAR8_OVARY,-7.19,antagonism
Fluorouracil,Bortezomib,RPMI7951_SKIN,-5.09,antagonism
Fluorouracil,Bortezomib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-12.22,antagonism
Fluorouracil,Bortezomib,SF539_CENTRAL_NERVOUS_SYSTEM,-9,antagonism
Fluorouracil,Bortezomib,SKMEL30_SKIN,-21.9075,antagonism
Fluorouracil,Bortezomib,SKMEL5_SKIN,-18.48,antagonism
Fluorouracil,Bortezomib,SKOV3_OVARY,6.88,synergy
Fluorouracil,Bortezomib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.74,antagonism
Fluorouracil,Bortezomib,SW837_LARGE_INTESTINE,-8.07,antagonism
Fluorouracil,Bortezomib,T47D_BREAST,-5.2,antagonism
Fluorouracil,Bortezomib,UACC62_SKIN,-5.76,antagonism
Fluorouracil,Bortezomib,VCAP_PROSTATE,-5.53,antagonism
Fluorouracil,Busulfan,BT549_BREAST,-12.66,antagonism
Fluorouracil,Busulfan,HOP62_LUNG,-5.1,antagonism
Fluorouracil,Busulfan,IGROV1_OVARY,8.73,synergy
Fluorouracil,Busulfan,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.85,antagonism
Fluorouracil,Busulfan,KM12_LARGE_INTESTINE,-25.28,antagonism
Fluorouracil,Busulfan,MDAMB435S_SKIN,7.16,synergy
Fluorouracil,Busulfan,NCIH23_LUNG,-12.46,antagonism
Fluorouracil,Busulfan,NCIH460_LUNG,-6.74,antagonism
Fluorouracil,Busulfan,NCIH522_LUNG,-10.6,antagonism
Fluorouracil,Busulfan,OVCAR8_OVARY,-13.01,antagonism
Fluorouracil,Busulfan,PC3_PROSTATE,-7.53,antagonism
Fluorouracil,Busulfan,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.77,antagonism
Fluorouracil,Busulfan,SF295_CENTRAL_NERVOUS_SYSTEM,-11.27,antagonism
Fluorouracil,Busulfan,SKMEL28_SKIN,7.58,synergy
Fluorouracil,Busulfan,SKMEL5_SKIN,-5.42,antagonism
Fluorouracil,Busulfan,SKOV3_OVARY,6.23,synergy
Fluorouracil,Busulfan,U251MG_CENTRAL_NERVOUS_SYSTEM,-8.29,antagonism
Fluorouracil,Busulfan,UACC62_SKIN,-14.56,antagonism
Fluorouracil,Carmustine,A498_KIDNEY,-5.05,antagonism
Fluorouracil,Carmustine,A549_LUNG,5.35,synergy
Fluorouracil,Carmustine,BT549_BREAST,-5.57,antagonism
Fluorouracil,Carmustine,CAKI1_KIDNEY,8.52,synergy
Fluorouracil,Carmustine,EKVX_LUNG,6.28,synergy
Fluorouracil,Carmustine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-15.25,antagonism
Fluorouracil,Carmustine,HOP92_LUNG,-5.24,antagonism
Fluorouracil,Carmustine,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.79,antagonism
Fluorouracil,Carmustine,KM12_LARGE_INTESTINE,-5.19,antagonism
Fluorouracil,Carmustine,MALME3M_SKIN,8.18,synergy
Fluorouracil,Carmustine,MCF7_BREAST,7.57,synergy
Fluorouracil,Carmustine,MDAMB231_BREAST,-11.32,antagonism
Fluorouracil,Carmustine,MDAMB435S_SKIN,5.1,synergy
Fluorouracil,Carmustine,MDAMB468_BREAST,6.06,synergy
Fluorouracil,Carmustine,NCIH226_LUNG,10.94,synergy
Fluorouracil,Carmustine,NCIH23_LUNG,-12.86,antagonism
Fluorouracil,Carmustine,NCIH460_LUNG,-7.18,antagonism
Fluorouracil,Carmustine,NCIH522_LUNG,-9.78,antagonism
Fluorouracil,Carmustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-12.2,antagonism
Fluorouracil,Carmustine,SF295_CENTRAL_NERVOUS_SYSTEM,-6.1,antagonism
Fluorouracil,Carmustine,SF539_CENTRAL_NERVOUS_SYSTEM,-8.75,antagonism
Fluorouracil,Carmustine,SKMEL5_SKIN,-9.67,antagonism
Fluorouracil,Carmustine,SKOV3_OVARY,9.25,synergy
Fluorouracil,Carmustine,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.13,antagonism
Fluorouracil,Carmustine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.41,antagonism
Fluorouracil,Carmustine,U251MG_CENTRAL_NERVOUS_SYSTEM,-8.13,antagonism
Fluorouracil,Carmustine,UACC257_SKIN,13.28,synergy
Fluorouracil,Carmustine,UO31_KIDNEY,-6.01,antagonism
Fluorouracil,Chlorambucil,A498_KIDNEY,-6.57,antagonism
Fluorouracil,Chlorambucil,BT549_BREAST,-11.25,antagonism
Fluorouracil,Chlorambucil,CAKI1_KIDNEY,6.17,synergy
Fluorouracil,Chlorambucil,DU145_PROSTATE,-6.69,antagonism
Fluorouracil,Chlorambucil,HCT15_LARGE_INTESTINE,-8.77,antagonism
Fluorouracil,Chlorambucil,HOP92_LUNG,-14.2,antagonism
Fluorouracil,Chlorambucil,HT29_LARGE_INTESTINE,-26.07,antagonism
Fluorouracil,Chlorambucil,IGROV1_OVARY,5.64,synergy
Fluorouracil,Chlorambucil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.74,antagonism
Fluorouracil,Chlorambucil,KM12_LARGE_INTESTINE,-10.35,antagonism
Fluorouracil,Chlorambucil,LOXIMVI_SKIN,-6.27,antagonism
Fluorouracil,Chlorambucil,MCF7_BREAST,-5.91,antagonism
Fluorouracil,Chlorambucil,MDAMB435S_SKIN,-6.43,antagonism
Fluorouracil,Chlorambucil,NCIH2122_LUNG,6.33,synergy
Fluorouracil,Chlorambucil,NCIH23_LUNG,-15.92,antagonism
Fluorouracil,Chlorambucil,NCIH522_LUNG,-15.8,antagonism
Fluorouracil,Chlorambucil,OVCAR4_OVARY,5.09,synergy
Fluorouracil,Chlorambucil,OVCAR8_OVARY,-14.18,antagonism
Fluorouracil,Chlorambucil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-14.81,antagonism
Fluorouracil,Chlorambucil,SF295_CENTRAL_NERVOUS_SYSTEM,-11.27,antagonism
Fluorouracil,Chlorambucil,SF539_CENTRAL_NERVOUS_SYSTEM,-14.51,antagonism
Fluorouracil,Chlorambucil,SKMEL5_SKIN,-20.66,antagonism
Fluorouracil,Chlorambucil,SW620_LARGE_INTESTINE,-8.61,antagonism
Fluorouracil,Chlorambucil,T47D_BREAST,-9.49,antagonism
Fluorouracil,Chlorambucil,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.71,antagonism
Fluorouracil,Chlorambucil,UACC62_SKIN,-11.74,antagonism
Fluorouracil,Chlorambucil,UO31_KIDNEY,-5.66,antagonism
Fluorouracil,Crizotinib,A498_KIDNEY,-7.8,antagonism
Fluorouracil,Crizotinib,BT549_BREAST,-11.04,antagonism
Fluorouracil,Crizotinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-20.81,antagonism
Fluorouracil,Crizotinib,HOP92_LUNG,-5.45,antagonism
Fluorouracil,Crizotinib,HS578T_BREAST,-5.53,antagonism
Fluorouracil,Crizotinib,IGROV1_OVARY,9.94,synergy
Fluorouracil,Crizotinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.97,antagonism
Fluorouracil,Crizotinib,KM12_LARGE_INTESTINE,-13.2,antagonism
Fluorouracil,Crizotinib,MDAMB231_BREAST,-8.15,antagonism
Fluorouracil,Crizotinib,NCIH2122_LUNG,6.27,synergy
Fluorouracil,Crizotinib,NCIH23_LUNG,-7.22,antagonism
Fluorouracil,Crizotinib,NCIH522_LUNG,-9.85,antagonism
Fluorouracil,Crizotinib,OVCAR8_OVARY,-6.88,antagonism
Fluorouracil,Crizotinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.18,antagonism
Fluorouracil,Crizotinib,SF539_CENTRAL_NERVOUS_SYSTEM,-6.27,antagonism
Fluorouracil,Crizotinib,SKMEL5_SKIN,-14.09,antagonism
Fluorouracil,Crizotinib,SKOV3_OVARY,5.54,synergy
Fluorouracil,Crizotinib,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.95,antagonism
Fluorouracil,Crizotinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-5.77,antagonism
Fluorouracil,Dasatinib,A2058_SKIN,-0.115,antagonism
Fluorouracil,Dasatinib,A2780_OVARY,11.825,synergy
Fluorouracil,Dasatinib,A375_SKIN,0.49499999999999966,antagonism
Fluorouracil,Dasatinib,A427_LUNG,5.13,synergy
Fluorouracil,Dasatinib,BT549_BREAST,-7.52,antagonism
Fluorouracil,Dasatinib,CAOV3_OVARY,7.34,synergy
Fluorouracil,Dasatinib,COLO320_LARGE_INTESTINE,7.28,synergy
Fluorouracil,Dasatinib,EFM192A_BREAST,-9.8925,antagonism
Fluorouracil,Dasatinib,EKVX_LUNG,-6.6,antagonism
Fluorouracil,Dasatinib,ES2_OVARY,6.82,synergy
Fluorouracil,Dasatinib,HCT116_LARGE_INTESTINE,9.13,synergy
Fluorouracil,Dasatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.65,antagonism
Fluorouracil,Dasatinib,HS578T_BREAST,-7.01,antagonism
Fluorouracil,Dasatinib,HT144_SKIN,6.08,synergy
Fluorouracil,Dasatinib,KPL1_BREAST,-5.21,antagonism
Fluorouracil,Dasatinib,LNCAPCLONEFGC_PROSTATE,-9.63,antagonism
Fluorouracil,Dasatinib,LOXIMVI_SKIN,-7.71,antagonism
Fluorouracil,Dasatinib,MDAMB231_BREAST,-11.68,antagonism
Fluorouracil,Dasatinib,MDAMB435S_SKIN,6.08,synergy
Fluorouracil,Dasatinib,MDAMB436_BREAST,-9.155,antagonism
Fluorouracil,Dasatinib,MDAMB468_BREAST,-7.24,antagonism
Fluorouracil,Dasatinib,NCIH1650_LUNG,-6.26,antagonism
Fluorouracil,Dasatinib,NCIH2122_LUNG,-11.79,antagonism
Fluorouracil,Dasatinib,NCIH23_LUNG,-7.335,antagonism
Fluorouracil,Dasatinib,NCIH460_LUNG,6.4,synergy
Fluorouracil,Dasatinib,NCIH520_LUNG,-7.29,antagonism
Fluorouracil,Dasatinib,NCIH522_LUNG,-7.55,antagonism
Fluorouracil,Dasatinib,OVCAR8_OVARY,-8.59,antagonism
Fluorouracil,Dasatinib,RKO_LARGE_INTESTINE,-5.57,antagonism
Fluorouracil,Dasatinib,RPMI7951_SKIN,-5.855,antagonism
Fluorouracil,Dasatinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.43,antagonism
Fluorouracil,Dasatinib,SF268_CENTRAL_NERVOUS_SYSTEM,8.692499999999999,synergy
Fluorouracil,Dasatinib,SKMEL30_SKIN,12.2775,synergy
Fluorouracil,Dasatinib,SKMES1_LUNG,-8.5225,antagonism
Fluorouracil,Dasatinib,SW620_LARGE_INTESTINE,8.3925,synergy
Fluorouracil,Dasatinib,SW837_LARGE_INTESTINE,-10.4625,antagonism
Fluorouracil,Dasatinib,T47D_BREAST,-9.8625,antagonism
Fluorouracil,Dasatinib,UACC62_SKIN,-8.085,antagonism
Fluorouracil,Dasatinib,ZR751_BREAST,-6.965,antagonism
Fluorouracil,Decitabine,A498_KIDNEY,-6.48,antagonism
Fluorouracil,Decitabine,BT549_BREAST,-6.45,antagonism
Fluorouracil,Decitabine,DU145_PROSTATE,-5.1,antagonism
Fluorouracil,Decitabine,HCT116_LARGE_INTESTINE,-7.05,antagonism
Fluorouracil,Decitabine,HCT15_LARGE_INTESTINE,-9.98,antagonism
Fluorouracil,Decitabine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-14.02,antagonism
Fluorouracil,Decitabine,HOP62_LUNG,-15.33,antagonism
Fluorouracil,Decitabine,HOP92_LUNG,-5.9,antagonism
Fluorouracil,Decitabine,HT29_LARGE_INTESTINE,-5.64,antagonism
Fluorouracil,Decitabine,IGROV1_OVARY,9.36,synergy
Fluorouracil,Decitabine,KM12_LARGE_INTESTINE,-24.36,antagonism
Fluorouracil,Decitabine,LOXIMVI_SKIN,-6.62,antagonism
Fluorouracil,Decitabine,MCF7_BREAST,-9.2,antagonism
Fluorouracil,Decitabine,MDAMB231_BREAST,-6.49,antagonism
Fluorouracil,Decitabine,MDAMB468_BREAST,-6.52,antagonism
Fluorouracil,Decitabine,NCIH2122_LUNG,12.49,synergy
Fluorouracil,Decitabine,NCIH23_LUNG,-10.16,antagonism
Fluorouracil,Decitabine,NCIH522_LUNG,-11.56,antagonism
Fluorouracil,Decitabine,OVCAR4_OVARY,-5.1,antagonism
Fluorouracil,Decitabine,OVCAR8_OVARY,-14.21,antagonism
Fluorouracil,Decitabine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-10.38,antagonism
Fluorouracil,Decitabine,SF295_CENTRAL_NERVOUS_SYSTEM,-7.08,antagonism
Fluorouracil,Decitabine,SF539_CENTRAL_NERVOUS_SYSTEM,-10.32,antagonism
Fluorouracil,Decitabine,SKMEL5_SKIN,-9.7,antagonism
Fluorouracil,Decitabine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.89,antagonism
Fluorouracil,Decitabine,T47D_BREAST,-5.13,antagonism
Fluorouracil,Decitabine,U251MG_CENTRAL_NERVOUS_SYSTEM,-6.99,antagonism
Fluorouracil,Decitabine,UACC62_SKIN,-9.87,antagonism
Fluorouracil,Decitabine,UO31_KIDNEY,-10.06,antagonism
Fluorouracil,Erlotinib,A2058_SKIN,9.436666666666666,synergy
Fluorouracil,Erlotinib,A2780_OVARY,15.215,synergy
Fluorouracil,Erlotinib,A427_LUNG,11.05,synergy
Fluorouracil,Erlotinib,COLO320_LARGE_INTESTINE,6.16,synergy
Fluorouracil,Erlotinib,ES2_OVARY,8.9825,synergy
Fluorouracil,Erlotinib,HCT116_LARGE_INTESTINE,5.91,synergy
Fluorouracil,Erlotinib,HT144_SKIN,-8.66,antagonism
Fluorouracil,Erlotinib,HT29_LARGE_INTESTINE,8.555,synergy
Fluorouracil,Erlotinib,KPL1_BREAST,-10.52,antagonism
Fluorouracil,Erlotinib,MDAMB436_BREAST,-5.07,antagonism
Fluorouracil,Erlotinib,NCIH1650_LUNG,-8.055,antagonism
Fluorouracil,Erlotinib,OV90_OVARY,-6.0275,antagonism
Fluorouracil,Erlotinib,RKO_LARGE_INTESTINE,5.54,synergy
Fluorouracil,Erlotinib,SF268_CENTRAL_NERVOUS_SYSTEM,5.7,synergy
Fluorouracil,Erlotinib,SKMEL30_SKIN,5.55,synergy
Fluorouracil,Erlotinib,SW620_LARGE_INTESTINE,10.22,synergy
Fluorouracil,Erlotinib,SW837_LARGE_INTESTINE,-7.44,antagonism
Fluorouracil,Erlotinib,T47D_BREAST,-12.27,antagonism
Fluorouracil,Erlotinib,UACC62_SKIN,6.115,synergy
Fluorouracil,Erlotinib,VCAP_PROSTATE,6.65,synergy
Fluorouracil,Erlotinib,ZR751_BREAST,-6.75,antagonism
Fluorouracil,Everolimus,786O_KIDNEY,-5.66,antagonism
Fluorouracil,Everolimus,A498_KIDNEY,-11.34,antagonism
Fluorouracil,Everolimus,DU145_PROSTATE,-5.18,antagonism
Fluorouracil,Everolimus,EKVX_LUNG,-7.18,antagonism
Fluorouracil,Everolimus,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-14.77,antagonism
Fluorouracil,Everolimus,HOP92_LUNG,-6.51,antagonism
Fluorouracil,Everolimus,HS578T_BREAST,-8.48,antagonism
Fluorouracil,Everolimus,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.18,antagonism
Fluorouracil,Everolimus,KM12_LARGE_INTESTINE,-14.39,antagonism
Fluorouracil,Everolimus,MDAMB231_BREAST,-8.05,antagonism
Fluorouracil,Everolimus,NCIH23_LUNG,-8.22,antagonism
Fluorouracil,Everolimus,NCIH522_LUNG,-6.25,antagonism
Fluorouracil,Everolimus,OVCAR4_OVARY,-8.78,antagonism
Fluorouracil,Everolimus,OVCAR8_OVARY,-6.07,antagonism
Fluorouracil,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-12.97,antagonism
Fluorouracil,Everolimus,SF539_CENTRAL_NERVOUS_SYSTEM,-7.66,antagonism
Fluorouracil,Everolimus,SKMEL28_SKIN,-6.08,antagonism
Fluorouracil,Everolimus,SKMEL5_SKIN,-5.58,antagonism
Fluorouracil,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,-6.42,antagonism
Fluorouracil,Everolimus,T47D_BREAST,-6.45,antagonism
Fluorouracil,Everolimus,U251MG_CENTRAL_NERVOUS_SYSTEM,-13.72,antagonism
Fluorouracil,Everolimus,UACC62_SKIN,-6.31,antagonism
Fluorouracil,Everolimus,UO31_KIDNEY,-7.92,antagonism
Fluorouracil,Fulvestrant,BT549_BREAST,-12.12,antagonism
Fluorouracil,Fulvestrant,CAKI1_KIDNEY,5.63,synergy
Fluorouracil,Fulvestrant,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-24.7,antagonism
Fluorouracil,Fulvestrant,HOP92_LUNG,-9.14,antagonism
Fluorouracil,Fulvestrant,HS578T_BREAST,-12.12,antagonism
Fluorouracil,Fulvestrant,IGROV1_OVARY,10.9,synergy
Fluorouracil,Fulvestrant,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.17,antagonism
Fluorouracil,Fulvestrant,KM12_LARGE_INTESTINE,-14.8,antagonism
Fluorouracil,Fulvestrant,MDAMB231_BREAST,-6.04,antagonism
Fluorouracil,Fulvestrant,MDAMB435S_SKIN,6.59,synergy
Fluorouracil,Fulvestrant,NCIH226_LUNG,8.57,synergy
Fluorouracil,Fulvestrant,NCIH522_LUNG,-10.46,antagonism
Fluorouracil,Fulvestrant,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.72,antagonism
Fluorouracil,Fulvestrant,SF295_CENTRAL_NERVOUS_SYSTEM,-9.92,antagonism
Fluorouracil,Fulvestrant,SF539_CENTRAL_NERVOUS_SYSTEM,-7.45,antagonism
Fluorouracil,Fulvestrant,SKMEL28_SKIN,6.89,synergy
Fluorouracil,Fulvestrant,SKMEL5_SKIN,-9.11,antagonism
Fluorouracil,Fulvestrant,SNB75_CENTRAL_NERVOUS_SYSTEM,-7.5,antagonism
Fluorouracil,Fulvestrant,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-7.52,antagonism
Fluorouracil,Fulvestrant,T47D_BREAST,-14.87,antagonism
Fluorouracil,Fulvestrant,U251MG_CENTRAL_NERVOUS_SYSTEM,-13.28,antagonism
Fluorouracil,Fulvestrant,UACC62_SKIN,-5.08,antagonism
Fluorouracil,Hydroxyurea,A498_KIDNEY,-11.91,antagonism
Fluorouracil,Hydroxyurea,CAKI1_KIDNEY,6.09,synergy
Fluorouracil,Hydroxyurea,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-8.85,antagonism
Fluorouracil,Hydroxyurea,HS578T_BREAST,5.3,synergy
Fluorouracil,Hydroxyurea,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-6.9,antagonism
Fluorouracil,Hydroxyurea,KM12_LARGE_INTESTINE,-13.99,antagonism
Fluorouracil,Hydroxyurea,MDAMB231_BREAST,-11.44,antagonism
Fluorouracil,Hydroxyurea,MDAMB435S_SKIN,5.68,synergy
Fluorouracil,Hydroxyurea,NCIH226_LUNG,6.3,synergy
Fluorouracil,Hydroxyurea,NCIH460_LUNG,-5.19,antagonism
Fluorouracil,Hydroxyurea,NCIH522_LUNG,-7.9,antagonism
Fluorouracil,Hydroxyurea,OVCAR8_OVARY,-11.52,antagonism
Fluorouracil,Hydroxyurea,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-11.7,antagonism
Fluorouracil,Hydroxyurea,SF295_CENTRAL_NERVOUS_SYSTEM,-11.04,antagonism
Fluorouracil,Hydroxyurea,SF539_CENTRAL_NERVOUS_SYSTEM,-6.32,antagonism
Fluorouracil,Hydroxyurea,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-9.09,antagonism
Fluorouracil,Hydroxyurea,U251MG_CENTRAL_NERVOUS_SYSTEM,-8.38,antagonism
Fluorouracil,Hydroxyurea,UACC62_SKIN,-9.14,antagonism
Fluorouracil,Hydroxyurea,UO31_KIDNEY,-6.12,antagonism
Fluorouracil,Ifosfamide,BT549_BREAST,-9.08,antagonism
Fluorouracil,Ifosfamide,CAKI1_KIDNEY,8.29,synergy
Fluorouracil,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-13.51,antagonism
Fluorouracil,Ifosfamide,HS578T_BREAST,-10.82,antagonism
